customer_external_id,ticket_id,created_at,status,priority,resolution_days,csat_score
CUST-00720,ZD-100324,2024-11-28T16:09:18.271540,open,urgent,3.0,3.0
CUST-00125,ZD-100325,2025-10-12T16:09:18.271545,solved,urgent,13.0,3.0
CUST-00920,ZD-100326,2024-11-29T16:09:18.271551,open,high,1.0,1.0
CUST-00563,ZD-100327,2024-08-21T16:09:18.271559,open,normal,4.0,3.0
CUST-00812,ZD-100328,2025-02-22T16:09:18.271565,closed,low,8.0,3.0
CUST-00811,ZD-100329,2025-10-08T16:09:18.271571,pending,low,3.0,4.0
CUST-00567,ZD-100330,2024-07-21T16:09:18.271576,pending,normal,5.0,
CUST-00905,ZD-100331,2025-12-01T16:09:18.271582,open,urgent,1.0,5.0
CUST-00538,ZD-100332,2025-01-03T16:09:18.271588,pending,low,12.0,3.0
CUST-00995,ZD-100333,2025-04-09T16:09:18.271594,solved,urgent,10.0,5.0
CUST-00696,ZD-100334,2024-09-16T16:09:18.271599,closed,normal,5.0,3.0
CUST-00443,ZD-100335,2024-10-01T16:09:18.271605,solved,low,14.0,
CUST-00156,ZD-100336,2025-04-22T16:09:18.271610,closed,high,2.0,3.0
CUST-00354,ZD-100337,2024-09-14T16:09:18.271616,open,low,14.0,4.0
CUST-00201,ZD-100338,2024-08-12T16:09:18.271624,closed,high,4.0,
CUST-00546,ZD-100339,2025-11-24T16:09:18.271630,closed,normal,8.0,3.0
CUST-00674,ZD-100340,2025-03-19T16:09:18.271636,solved,low,13.0,1.0
CUST-00046,ZD-100341,2024-07-17T16:09:18.271642,closed,urgent,4.0,
CUST-00654,ZD-100342,2026-01-27T16:09:18.271647,open,high,7.0,5.0
CUST-00250,ZD-100343,2025-01-08T16:09:18.271653,pending,low,4.0,1.0
CUST-00161,ZD-100344,2024-12-04T16:09:18.271659,pending,urgent,6.0,3.0
CUST-00348,ZD-100345,2025-10-03T16:09:18.271664,open,high,5.0,5.0
CUST-00133,ZD-100346,2025-02-13T16:09:18.271672,solved,high,8.0,3.0
CUST-00477,ZD-100347,2025-10-25T16:09:18.271678,pending,normal,4.0,3.0
CUST-00099,ZD-100348,2026-01-07T16:09:18.271687,pending,urgent,4.0,3.0
CUST-00985,ZD-100349,2025-09-17T16:09:18.271693,open,high,13.0,3.0
CUST-00781,ZD-100350,2025-09-17T16:09:18.271699,pending,urgent,7.0,4.0
CUST-00509,ZD-100351,2026-02-04T16:09:18.271704,pending,urgent,1.0,3.0
CUST-00220,ZD-100352,2024-07-10T16:09:18.271710,solved,low,5.0,4.0
CUST-00506,ZD-100353,2024-11-03T16:09:18.271715,solved,low,4.0,5.0
CUST-00137,ZD-100354,2025-06-02T16:09:18.271721,open,urgent,11.0,4.0
CUST-00046,ZD-100355,2025-01-13T16:09:18.271726,closed,high,0.0,
CUST-00295,ZD-100356,2025-12-14T16:09:18.271732,pending,high,6.0,
CUST-00696,ZD-100357,2025-10-29T16:09:18.271738,solved,urgent,2.0,4.0
CUST-00813,ZD-100358,2025-03-17T16:09:18.271743,open,normal,8.0,3.0
CUST-00616,ZD-100359,2024-09-24T16:09:18.271748,solved,low,6.0,1.0
CUST-00140,ZD-100360,2025-03-23T16:09:18.271754,pending,urgent,12.0,3.0
CUST-00620,ZD-100361,2024-09-18T16:09:18.271760,open,high,2.0,3.0
CUST-00402,ZD-100362,2025-04-27T16:09:18.271765,open,urgent,9.0,
CUST-00306,ZD-100363,2024-10-29T16:09:18.271771,solved,high,13.0,4.0
CUST-00689,ZD-100364,2025-11-07T16:09:18.271777,open,low,6.0,
CUST-00485,ZD-100365,2025-06-01T16:09:18.271782,closed,low,10.0,
CUST-00491,ZD-100366,2025-09-06T16:09:18.271791,pending,normal,8.0,3.0
CUST-00032,ZD-100367,2024-07-21T16:09:18.271797,solved,normal,11.0,1.0
CUST-00451,ZD-100368,2025-04-12T16:09:18.271803,closed,urgent,6.0,3.0
CUST-00420,ZD-100369,2024-10-02T16:09:18.271808,pending,low,12.0,3.0
CUST-00531,ZD-100370,2025-07-30T16:09:18.271817,open,urgent,8.0,
CUST-00385,ZD-100371,2025-04-12T16:09:18.271823,pending,high,2.0,
CUST-00362,ZD-100372,2025-06-02T16:09:18.271828,pending,normal,9.0,3.0
CUST-00285,ZD-100373,2024-08-05T16:09:18.271834,closed,high,4.0,4.0
CUST-00721,ZD-100374,2025-07-30T16:09:18.271840,pending,high,11.0,5.0
CUST-00357,ZD-100375,2024-08-03T16:09:18.271845,open,high,14.0,1.0
CUST-00587,ZD-100376,2024-08-20T16:09:18.271851,pending,high,6.0,3.0
CUST-00297,ZD-100377,2026-01-15T16:09:18.271857,solved,high,4.0,5.0
CUST-00671,ZD-100378,2025-06-10T16:09:18.271862,pending,normal,11.0,3.0
CUST-00847,ZD-100379,2024-08-25T16:09:18.271868,open,normal,4.0,1.0
CUST-00630,ZD-100380,2024-07-07T16:09:18.271873,closed,low,3.0,
CUST-00231,ZD-100381,2025-07-04T16:09:18.271879,solved,urgent,0.0,4.0
CUST-00734,ZD-100382,2024-11-01T16:09:18.271884,closed,low,1.0,
CUST-00951,ZD-100383,2025-09-19T16:09:18.271890,pending,urgent,6.0,3.0
CUST-00774,ZD-100384,2025-05-09T16:09:18.271896,open,low,5.0,1.0
CUST-00667,ZD-100385,2024-07-20T16:09:18.271904,solved,normal,3.0,5.0
CUST-00903,ZD-100386,2025-08-31T16:09:18.271910,solved,urgent,14.0,5.0
CUST-00190,ZD-100387,2025-05-07T16:09:18.271916,solved,low,14.0,4.0
CUST-00581,ZD-100388,2025-11-10T16:09:18.271922,open,high,14.0,5.0
CUST-00656,ZD-100389,2024-08-20T16:09:18.271927,pending,normal,8.0,
CUST-00479,ZD-100390,2025-05-24T16:09:18.271933,solved,high,3.0,3.0
CUST-00748,ZD-100391,2024-11-15T16:09:18.271938,open,normal,10.0,1.0
CUST-00754,ZD-100392,2025-03-19T16:09:18.271944,open,normal,12.0,3.0
CUST-00625,ZD-100393,2025-01-08T16:09:18.271949,pending,high,13.0,1.0
CUST-00410,ZD-100394,2025-11-22T16:09:18.271955,closed,urgent,2.0,4.0
CUST-00958,ZD-100395,2025-06-18T16:09:18.271960,open,urgent,0.0,3.0
CUST-00457,ZD-100396,2025-05-30T16:09:18.271966,open,low,5.0,4.0
CUST-00669,ZD-100397,2025-02-24T16:09:18.271972,closed,low,11.0,1.0
CUST-00476,ZD-100398,2025-04-19T16:09:18.271980,pending,high,2.0,1.0
CUST-00654,ZD-100399,2025-05-01T16:09:18.271986,closed,normal,5.0,3.0
CUST-00489,ZD-100400,2025-09-24T16:09:18.271992,open,urgent,7.0,
CUST-00934,ZD-100401,2024-11-02T16:09:18.271997,closed,normal,12.0,
CUST-00894,ZD-100402,2025-12-06T16:09:18.272009,pending,high,8.0,1.0
CUST-00939,ZD-100403,2024-07-30T16:09:18.272015,solved,normal,1.0,
CUST-00549,ZD-100404,2025-09-27T16:09:18.272021,open,urgent,2.0,1.0
CUST-00696,ZD-100405,2025-08-01T16:09:18.272029,pending,low,11.0,
CUST-00456,ZD-100406,2026-01-02T16:09:18.272035,closed,urgent,7.0,5.0
CUST-00577,ZD-100407,2025-12-30T16:09:18.272040,pending,high,8.0,1.0
CUST-00405,ZD-100408,2025-06-12T16:09:18.272046,solved,normal,13.0,
CUST-00074,ZD-100409,2026-01-12T16:09:18.272051,open,low,6.0,
CUST-00061,ZD-100410,2025-12-19T16:09:18.272057,pending,low,14.0,4.0
CUST-00418,ZD-100411,2025-08-27T16:09:18.272063,closed,urgent,12.0,4.0
CUST-00912,ZD-100412,2025-02-01T16:09:18.272069,pending,urgent,7.0,1.0
CUST-00699,ZD-100413,2024-08-24T16:09:18.272074,open,low,2.0,3.0
CUST-00550,ZD-100414,2025-01-21T16:09:18.272080,closed,normal,8.0,1.0
CUST-00774,ZD-100415,2026-02-04T16:09:18.272085,pending,urgent,4.0,
CUST-00388,ZD-100416,2025-07-07T16:09:18.272091,pending,high,3.0,3.0
CUST-00282,ZD-100417,2025-08-18T16:09:18.272097,solved,low,14.0,5.0
CUST-00629,ZD-100418,2026-02-11T16:09:18.272102,closed,low,3.0,1.0
CUST-00608,ZD-100419,2026-01-24T16:09:18.272108,solved,normal,7.0,1.0
CUST-00411,ZD-100420,2024-12-05T16:09:18.272113,closed,low,3.0,3.0
CUST-00515,ZD-100421,2025-05-07T16:09:18.272119,open,high,3.0,3.0
CUST-00309,ZD-100422,2025-10-04T16:09:18.272125,closed,urgent,10.0,4.0
CUST-00281,ZD-100423,2025-12-27T16:09:18.272131,closed,urgent,8.0,
CUST-00507,ZD-100424,2026-01-10T16:09:18.272139,pending,high,5.0,5.0
CUST-00418,ZD-100425,2025-09-28T16:09:18.272145,pending,normal,4.0,
CUST-00484,ZD-100426,2025-06-26T16:09:18.272151,closed,high,13.0,3.0
CUST-00825,ZD-100427,2024-11-10T16:09:18.272156,solved,urgent,14.0,5.0
CUST-00570,ZD-100428,2024-09-03T16:09:18.272162,pending,normal,2.0,4.0
CUST-00208,ZD-100429,2025-03-26T16:09:18.272167,solved,urgent,10.0,4.0
CUST-00094,ZD-100430,2024-08-28T16:09:18.272173,closed,low,11.0,4.0
CUST-00386,ZD-100431,2026-01-18T16:09:18.272179,solved,normal,13.0,
CUST-00741,ZD-100432,2024-08-04T16:09:18.272184,pending,normal,3.0,4.0
CUST-00310,ZD-100433,2026-02-12T16:09:18.272190,closed,low,3.0,5.0
CUST-00936,ZD-100434,2025-06-24T16:09:18.272199,closed,urgent,11.0,3.0
CUST-00565,ZD-100435,2025-04-04T16:09:18.272204,open,urgent,12.0,5.0
CUST-00546,ZD-100436,2025-02-25T16:09:18.272210,open,high,4.0,
CUST-00903,ZD-100437,2024-10-06T16:09:18.272215,solved,urgent,7.0,4.0
CUST-00936,ZD-100438,2025-08-03T16:09:18.272221,open,urgent,5.0,1.0
CUST-00576,ZD-100439,2025-07-16T16:09:18.272226,closed,low,11.0,4.0
CUST-00566,ZD-100440,2024-07-09T16:09:18.272232,pending,high,9.0,3.0
CUST-00200,ZD-100441,2025-03-27T16:09:18.272237,pending,normal,3.0,5.0
CUST-00563,ZD-100442,2025-03-19T16:09:18.272243,pending,urgent,4.0,5.0
CUST-00172,ZD-100443,2025-03-04T16:09:18.272249,closed,urgent,2.0,3.0
CUST-00938,ZD-100444,2024-08-21T16:09:18.272257,solved,low,10.0,1.0
CUST-00967,ZD-100445,2026-01-09T16:09:18.272282,solved,urgent,12.0,3.0
CUST-00862,ZD-100446,2025-07-06T16:09:18.272289,closed,low,1.0,3.0
CUST-00517,ZD-100447,2024-11-18T16:09:18.272295,solved,urgent,5.0,5.0
CUST-00016,ZD-100448,2026-02-21T16:09:18.272301,pending,low,8.0,1.0
CUST-00542,ZD-100449,2025-05-22T16:09:18.272311,open,low,8.0,
CUST-00832,ZD-100450,2024-12-14T16:09:18.272317,closed,low,12.0,1.0
CUST-00536,ZD-100451,2025-09-28T16:09:18.272323,closed,high,3.0,4.0
CUST-00273,ZD-100452,2025-01-17T16:09:18.272329,open,urgent,1.0,5.0
CUST-00578,ZD-100453,2025-06-23T16:09:18.272334,closed,high,11.0,1.0
CUST-00669,ZD-100454,2026-01-26T16:09:18.272340,pending,urgent,1.0,5.0
CUST-00565,ZD-100455,2024-10-28T16:09:18.272346,solved,normal,0.0,1.0
CUST-00511,ZD-100456,2024-12-10T16:09:18.272351,open,low,10.0,
CUST-00941,ZD-100457,2026-01-15T16:09:18.272358,closed,urgent,3.0,4.0
CUST-00047,ZD-100458,2025-12-13T16:09:18.272364,open,low,10.0,3.0
CUST-00951,ZD-100459,2025-04-11T16:09:18.272370,closed,normal,0.0,5.0
CUST-00951,ZD-100460,2025-12-11T16:09:18.272375,closed,normal,4.0,
CUST-00854,ZD-100461,2025-01-25T16:09:18.272381,open,urgent,10.0,3.0
CUST-00809,ZD-100462,2025-12-09T16:09:18.272387,open,low,8.0,1.0
CUST-00447,ZD-100463,2025-07-05T16:09:18.272396,solved,high,13.0,
CUST-00787,ZD-100464,2025-01-17T16:09:18.272401,open,low,12.0,4.0
CUST-00802,ZD-100465,2024-11-23T16:09:18.272407,closed,high,7.0,
CUST-00963,ZD-100466,2025-02-08T16:09:18.272416,closed,urgent,6.0,1.0
CUST-00790,ZD-100467,2025-05-01T16:09:18.272421,closed,low,12.0,1.0
CUST-00274,ZD-100468,2025-09-23T16:09:18.272427,closed,urgent,6.0,4.0
CUST-00369,ZD-100469,2025-11-10T16:09:18.272433,solved,high,1.0,5.0
CUST-00368,ZD-100470,2025-05-27T16:09:18.272438,closed,low,1.0,3.0
CUST-00441,ZD-100471,2024-11-25T16:09:18.272444,pending,low,8.0,1.0
CUST-00091,ZD-100472,2025-03-02T16:09:18.272449,solved,high,8.0,5.0
CUST-00012,ZD-100473,2025-05-05T16:09:18.272455,pending,low,6.0,
CUST-00926,ZD-100474,2025-06-24T16:09:18.272461,closed,urgent,9.0,3.0
CUST-00142,ZD-100475,2025-05-28T16:09:18.272466,open,urgent,4.0,3.0
CUST-00064,ZD-100476,2025-09-09T16:09:18.272472,open,urgent,6.0,4.0
CUST-00495,ZD-100477,2025-12-11T16:09:18.272477,open,normal,5.0,5.0
CUST-00608,ZD-100478,2025-08-11T16:09:18.272483,solved,normal,7.0,4.0
CUST-00006,ZD-100479,2025-01-18T16:09:18.272488,pending,high,5.0,5.0
CUST-00342,ZD-100480,2024-12-14T16:09:18.272494,closed,high,13.0,4.0
CUST-00617,ZD-100481,2025-08-06T16:09:18.272500,open,normal,7.0,5.0
CUST-00991,ZD-100482,2025-04-07T16:09:18.272506,pending,normal,4.0,4.0
CUST-00385,ZD-100483,2025-05-16T16:09:18.272514,pending,high,13.0,1.0
CUST-00954,ZD-100484,2024-07-30T16:09:18.272520,closed,low,3.0,5.0
CUST-00965,ZD-100485,2025-07-28T16:09:18.272526,open,low,7.0,5.0
CUST-00689,ZD-100486,2024-10-04T16:09:18.272532,open,normal,2.0,4.0
CUST-00674,ZD-100487,2025-09-23T16:09:18.272537,pending,urgent,11.0,1.0
CUST-00459,ZD-100488,2024-10-25T16:09:18.272543,pending,urgent,9.0,
CUST-00037,ZD-100489,2025-02-24T16:09:18.272549,solved,low,11.0,3.0
CUST-00673,ZD-100490,2025-03-01T16:09:18.272555,solved,urgent,2.0,4.0
CUST-00988,ZD-100491,2024-12-14T16:09:18.272561,solved,low,1.0,4.0
CUST-00227,ZD-100492,2024-09-23T16:09:18.272566,closed,urgent,11.0,4.0
CUST-00400,ZD-100493,2024-11-10T16:09:18.272572,closed,high,12.0,1.0
CUST-00494,ZD-100494,2025-11-12T16:09:18.272577,pending,low,4.0,1.0
CUST-00851,ZD-100495,2025-10-05T16:09:18.272583,open,high,5.0,5.0
CUST-00803,ZD-100496,2025-07-31T16:09:18.272588,pending,high,8.0,5.0
CUST-00099,ZD-100497,2024-12-06T16:09:18.272594,pending,high,11.0,1.0
CUST-00307,ZD-100498,2026-01-13T16:09:18.272602,solved,low,12.0,4.0
CUST-00663,ZD-100499,2025-11-08T16:09:18.272608,closed,normal,10.0,
CUST-00178,ZD-100500,2024-08-11T16:09:18.272616,open,urgent,2.0,5.0
CUST-00237,ZD-100501,2025-01-09T16:09:18.272622,closed,normal,10.0,5.0
CUST-00405,ZD-100502,2026-01-29T16:09:18.272630,closed,urgent,11.0,
CUST-00439,ZD-100503,2025-01-25T16:09:18.272636,closed,normal,0.0,4.0
CUST-00770,ZD-100504,2025-12-25T16:09:18.272642,solved,normal,9.0,4.0
CUST-00333,ZD-100505,2025-08-10T16:09:18.272647,solved,high,7.0,5.0
CUST-00540,ZD-100506,2025-04-13T16:09:18.272653,pending,urgent,9.0,
CUST-00116,ZD-100507,2025-03-08T16:09:18.272658,pending,normal,5.0,4.0
CUST-00940,ZD-100508,2025-12-03T16:09:18.272664,closed,high,10.0,1.0
CUST-00244,ZD-100509,2025-04-21T16:09:18.272670,closed,high,1.0,3.0
CUST-00523,ZD-100510,2025-01-26T16:09:18.272676,closed,urgent,6.0,5.0
CUST-00190,ZD-100511,2024-10-17T16:09:18.272681,closed,normal,10.0,5.0
CUST-00295,ZD-100512,2025-10-07T16:09:18.272687,open,urgent,2.0,
CUST-00054,ZD-100513,2025-02-25T16:09:18.272692,pending,normal,0.0,3.0
CUST-00834,ZD-100514,2025-01-30T16:09:18.272698,pending,urgent,8.0,5.0
CUST-00425,ZD-100515,2024-11-30T16:09:18.272703,closed,low,7.0,
CUST-00031,ZD-100516,2025-07-17T16:09:18.272709,solved,high,4.0,3.0
CUST-00550,ZD-100517,2025-05-08T16:09:18.272714,pending,urgent,2.0,
CUST-00523,ZD-100518,2025-11-04T16:09:18.272720,solved,high,9.0,
CUST-00843,ZD-100519,2025-02-17T16:09:18.272726,solved,urgent,8.0,
CUST-00223,ZD-100520,2024-12-19T16:09:18.272731,closed,high,1.0,1.0
CUST-00460,ZD-100521,2025-06-03T16:09:18.272737,solved,urgent,5.0,1.0
CUST-00794,ZD-100522,2025-06-30T16:09:18.272746,open,urgent,3.0,3.0
CUST-00630,ZD-100523,2025-10-08T16:09:18.272752,closed,normal,12.0,1.0
CUST-00583,ZD-100524,2025-03-05T16:09:18.272758,open,normal,8.0,4.0
CUST-00720,ZD-100525,2025-05-04T16:09:18.272763,open,low,4.0,3.0
CUST-00985,ZD-100526,2025-01-02T16:09:18.272769,solved,high,14.0,3.0
CUST-00718,ZD-100527,2025-10-15T16:09:18.272775,closed,high,3.0,3.0
CUST-00779,ZD-100528,2025-01-21T16:09:18.272781,closed,high,7.0,5.0
CUST-00384,ZD-100529,2024-11-22T16:09:18.272787,solved,urgent,1.0,
CUST-00767,ZD-100530,2025-05-19T16:09:18.272796,open,urgent,11.0,5.0
CUST-00335,ZD-100531,2024-07-12T16:09:18.272801,solved,urgent,0.0,4.0
CUST-00870,ZD-100532,2025-12-25T16:09:18.272807,pending,normal,12.0,5.0
CUST-00844,ZD-100533,2025-07-26T16:09:18.272813,open,high,7.0,4.0
CUST-00345,ZD-100534,2024-08-16T16:09:18.272818,closed,urgent,9.0,4.0
CUST-00915,ZD-100535,2026-01-09T16:09:18.272824,solved,urgent,0.0,1.0
CUST-00127,ZD-100536,2025-09-19T16:09:18.272829,pending,low,7.0,5.0
CUST-00207,ZD-100537,2025-10-15T16:09:18.272891,open,normal,14.0,4.0
CUST-00095,ZD-100538,2025-02-23T16:09:18.272917,solved,high,4.0,3.0
CUST-00053,ZD-100539,2025-01-18T16:09:18.272927,open,normal,10.0,5.0
CUST-00671,ZD-100540,2025-11-26T16:09:18.272933,solved,low,11.0,3.0
CUST-00488,ZD-100541,2025-12-10T16:09:18.272944,closed,urgent,2.0,1.0
CUST-00008,ZD-100542,2025-03-13T16:09:18.272950,solved,urgent,13.0,3.0
CUST-00489,ZD-100543,2025-12-17T16:09:18.272956,pending,low,3.0,1.0
CUST-00105,ZD-100544,2025-04-13T16:09:18.272961,open,normal,5.0,5.0
CUST-00792,ZD-100545,2025-10-14T16:09:18.272967,closed,low,10.0,
CUST-00576,ZD-100546,2026-02-19T16:09:18.272973,closed,urgent,9.0,4.0
CUST-00739,ZD-100547,2025-07-24T16:09:18.272978,closed,urgent,10.0,
CUST-00703,ZD-100548,2024-12-01T16:09:18.272983,closed,low,13.0,1.0
CUST-00143,ZD-100549,2025-10-24T16:09:18.272989,pending,high,9.0,5.0
CUST-00322,ZD-100550,2025-10-07T16:09:18.272995,open,low,3.0,3.0
CUST-00566,ZD-100551,2025-05-12T16:09:18.273000,solved,high,12.0,3.0
CUST-00530,ZD-100552,2024-09-24T16:09:18.273013,pending,high,3.0,1.0
CUST-00802,ZD-100553,2025-06-27T16:09:18.273019,pending,low,7.0,3.0
CUST-00511,ZD-100554,2025-12-17T16:09:18.273028,solved,high,8.0,4.0
CUST-00135,ZD-100555,2025-01-27T16:09:18.273034,pending,high,13.0,
CUST-00699,ZD-100556,2025-09-04T16:09:18.273041,pending,low,12.0,1.0
CUST-00601,ZD-100557,2025-12-20T16:09:18.273047,open,normal,0.0,1.0
CUST-00944,ZD-100558,2025-12-28T16:09:18.273053,pending,high,12.0,
CUST-00785,ZD-100559,2024-12-29T16:09:18.273059,pending,low,6.0,
CUST-00550,ZD-100560,2025-09-24T16:09:18.273064,solved,high,4.0,1.0
CUST-00523,ZD-100561,2025-08-03T16:09:18.273076,closed,high,12.0,5.0
CUST-00600,ZD-100562,2025-12-22T16:09:18.273083,pending,normal,4.0,1.0
CUST-00250,ZD-100563,2025-12-01T16:09:18.273089,pending,low,14.0,5.0
CUST-00626,ZD-100564,2026-01-02T16:09:18.273094,closed,low,4.0,1.0
CUST-00724,ZD-100565,2025-10-10T16:09:18.273100,solved,normal,11.0,5.0
CUST-00975,ZD-100566,2025-03-09T16:09:18.273105,open,normal,8.0,4.0
CUST-00129,ZD-100567,2025-05-28T16:09:18.273111,solved,low,11.0,4.0
CUST-00826,ZD-100568,2024-12-15T16:09:18.273116,solved,high,4.0,
CUST-00642,ZD-100569,2025-12-11T16:09:18.273122,pending,high,7.0,1.0
CUST-00511,ZD-100570,2024-07-27T16:09:18.273127,open,normal,2.0,4.0
CUST-00791,ZD-100571,2025-11-14T16:09:18.273133,solved,normal,14.0,
CUST-00002,ZD-100572,2026-01-13T16:09:18.273138,solved,normal,13.0,1.0
CUST-00483,ZD-100573,2025-02-20T16:09:18.273144,closed,normal,6.0,1.0
CUST-00566,ZD-100574,2024-12-25T16:09:18.273149,open,normal,3.0,5.0
CUST-00937,ZD-100575,2025-04-06T16:09:18.273155,solved,high,4.0,1.0
CUST-00514,ZD-100576,2026-01-05T16:09:18.273160,closed,low,2.0,5.0
CUST-00070,ZD-100577,2024-11-08T16:09:18.273166,open,high,13.0,4.0
CUST-00088,ZD-100578,2024-08-10T16:09:18.273172,solved,high,7.0,3.0
CUST-00298,ZD-100579,2024-07-30T16:09:18.273177,open,normal,12.0,5.0
CUST-00377,ZD-100580,2024-10-10T16:09:18.273185,closed,normal,12.0,3.0
CUST-00006,ZD-100581,2025-01-04T16:09:18.273191,closed,high,0.0,1.0
CUST-00973,ZD-100582,2025-03-21T16:09:18.273197,pending,high,0.0,1.0
CUST-00210,ZD-100583,2024-09-03T16:09:18.273203,pending,urgent,3.0,1.0
CUST-00995,ZD-100584,2025-10-05T16:09:18.273208,open,low,11.0,1.0
CUST-00943,ZD-100585,2025-07-05T16:09:18.273214,pending,high,14.0,5.0
CUST-00997,ZD-100586,2025-12-03T16:09:18.273219,solved,normal,9.0,5.0
CUST-00076,ZD-100587,2024-07-26T16:09:18.273225,pending,normal,0.0,3.0
CUST-00298,ZD-100588,2025-06-05T16:09:18.273230,open,urgent,13.0,4.0
CUST-00325,ZD-100589,2024-11-21T16:09:18.273236,closed,low,4.0,3.0
CUST-00139,ZD-100590,2024-07-09T16:09:18.273241,closed,low,1.0,3.0
CUST-00460,ZD-100591,2024-11-07T16:09:18.273246,pending,low,5.0,
CUST-00366,ZD-100592,2025-07-30T16:09:18.273252,open,urgent,7.0,4.0
CUST-00872,ZD-100593,2025-10-28T16:09:18.273273,closed,high,1.0,
CUST-00041,ZD-100594,2025-07-22T16:09:18.273286,open,normal,13.0,1.0
CUST-00728,ZD-100595,2025-06-18T16:09:18.273293,pending,low,5.0,4.0
CUST-00266,ZD-100596,2025-09-02T16:09:18.273299,pending,urgent,0.0,
CUST-00766,ZD-100597,2024-08-13T16:09:18.273305,solved,urgent,3.0,1.0
CUST-00823,ZD-100598,2025-10-07T16:09:18.273311,solved,low,1.0,3.0
CUST-00133,ZD-100599,2025-08-09T16:09:18.273316,pending,high,13.0,1.0
CUST-00596,ZD-100600,2024-07-07T16:09:18.273326,solved,low,4.0,1.0
CUST-00202,ZD-100601,2024-11-30T16:09:18.273332,closed,low,12.0,4.0
CUST-00125,ZD-100602,2026-01-15T16:09:18.273341,solved,normal,7.0,
CUST-00443,ZD-100603,2025-01-19T16:09:18.273347,solved,urgent,7.0,5.0
CUST-00176,ZD-100604,2025-03-02T16:09:18.273353,closed,high,3.0,4.0
CUST-00456,ZD-100605,2025-09-28T16:09:18.273358,closed,high,0.0,5.0
CUST-00421,ZD-100606,2024-08-13T16:09:18.273364,solved,low,7.0,4.0
CUST-00392,ZD-100607,2025-10-10T16:09:18.273387,closed,normal,6.0,
CUST-00813,ZD-100608,2026-02-08T16:09:18.273394,open,urgent,6.0,
CUST-00800,ZD-100609,2024-10-19T16:09:18.273400,open,urgent,5.0,4.0
CUST-00184,ZD-100610,2026-02-01T16:09:18.273406,closed,low,5.0,4.0
CUST-00059,ZD-100611,2024-11-01T16:09:18.273412,open,normal,8.0,3.0
CUST-00102,ZD-100612,2025-06-19T16:09:18.273417,closed,high,10.0,
CUST-00835,ZD-100613,2026-01-01T16:09:18.273423,closed,urgent,12.0,4.0
CUST-00957,ZD-100614,2025-09-03T16:09:18.273429,closed,high,2.0,4.0
CUST-00935,ZD-100615,2026-01-30T16:09:18.273435,open,normal,11.0,
CUST-00971,ZD-100616,2025-08-19T16:09:18.273440,pending,high,13.0,3.0
CUST-00502,ZD-100617,2026-01-20T16:09:18.273446,solved,normal,1.0,
CUST-00224,ZD-100618,2026-02-07T16:09:18.273451,pending,low,8.0,4.0
CUST-00939,ZD-100619,2025-08-05T16:09:18.273466,closed,high,12.0,3.0
CUST-00940,ZD-100620,2025-04-02T16:09:18.273472,solved,normal,0.0,
CUST-00721,ZD-100621,2025-10-05T16:09:18.273478,solved,high,12.0,1.0
CUST-00382,ZD-100622,2025-01-18T16:09:18.273483,solved,high,9.0,4.0
CUST-00330,ZD-100623,2025-10-11T16:09:18.273489,pending,urgent,2.0,4.0
CUST-00178,ZD-100624,2024-08-01T16:09:18.273495,open,normal,11.0,
CUST-00834,ZD-100625,2025-09-01T16:09:18.273504,open,high,6.0,3.0
CUST-00181,ZD-100626,2026-02-26T16:09:18.273509,pending,low,11.0,3.0
CUST-00616,ZD-100627,2025-04-08T16:09:18.273515,closed,low,14.0,5.0
CUST-00144,ZD-100628,2025-03-25T16:09:18.273521,solved,normal,11.0,4.0
CUST-00327,ZD-100629,2025-09-09T16:09:18.273527,solved,high,10.0,5.0
CUST-00011,ZD-100630,2025-06-01T16:09:18.273533,closed,low,3.0,4.0
CUST-00262,ZD-100631,2025-11-09T16:09:18.273538,solved,low,11.0,5.0
CUST-00448,ZD-100632,2024-12-25T16:09:18.273544,pending,urgent,2.0,5.0
CUST-00359,ZD-100633,2024-08-17T16:09:18.273549,solved,urgent,6.0,
CUST-00666,ZD-100634,2025-07-12T16:09:18.273555,pending,low,2.0,1.0
CUST-00301,ZD-100635,2026-02-07T16:09:18.273561,open,low,5.0,1.0
CUST-00350,ZD-100636,2025-09-06T16:09:18.273566,pending,normal,14.0,1.0
CUST-00560,ZD-100637,2025-11-24T16:09:18.273572,pending,low,5.0,5.0
CUST-00965,ZD-100638,2025-09-12T16:09:18.273577,pending,normal,9.0,1.0
CUST-00103,ZD-100639,2025-03-25T16:09:18.273586,closed,urgent,3.0,
CUST-00739,ZD-100640,2024-08-23T16:09:18.273592,open,high,4.0,3.0
CUST-00098,ZD-100641,2026-01-08T16:09:18.273597,pending,normal,6.0,1.0
CUST-00369,ZD-100642,2026-02-24T16:09:18.273603,solved,high,6.0,
CUST-00491,ZD-100643,2025-08-07T16:09:18.273608,solved,normal,1.0,3.0
CUST-00653,ZD-100644,2025-05-05T16:09:18.273614,pending,low,1.0,4.0
CUST-00803,ZD-100645,2025-01-16T16:09:18.273619,pending,high,7.0,1.0
CUST-00657,ZD-100646,2024-08-19T16:09:18.273625,closed,high,6.0,5.0
CUST-00378,ZD-100647,2025-08-20T16:09:18.273631,solved,high,7.0,5.0
CUST-00476,ZD-100648,2025-06-03T16:09:18.273636,open,low,3.0,3.0
